Hostname|Last Known Location|IPv4|IPv6|Operating System|Physical/Virtual Machine|Owner|Administrator|U of A Tag Number|Make/Model|Processor|RAM (GB)|Storage Space (GB)|GPU|Serial Number|Status|Rack Number|SRIT Access|Power Up|Support Team|Department|Comments
JBT440S||142.244.191.121||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
pd6v72942||142.244.191.123||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
NPI3FC910||142.244.191.124||Printer|Physical||||Hewlett-Packard HP LaserJet M1536dnf MFP||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:CNC9CBCD6Y:FN:P935FCC:SVCID:22271:PID:HP LaserJet M1536dnf MFP
SAIG13||142.244.191.126||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
mearth||142.244.191.128||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
ZXW-20160125XPE||142.244.191.129||Windows|Physical|WORKGROUP|||Wistron InfoComm(Kunshan)Co.:Ltd. ||||||Active|||||Sci-Grad-Research|
??????-??||142.244.191.132||NAS|Physical|WORKGROUP|||ASUSTek COMPUTER INC. ||||||Active|||||Sci-Grad-Research|
pd10bf487b87c2||142.244.191.133||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
abmi00140||142.244.191.135||NAS|Physical|||| ||||||Active|||||Sci-Grad-Research|
JAMIEMBP||142.244.191.136||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
PAUL||142.244.191.137||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\PAUL 4.9
JAMIEMBP||142.244.191.138||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
darthvader||142.244.191.139||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
*               ||142.244.191.142||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
DUCKWEED||142.244.191.144||Windows|Physical|BIO-SCI|||Micro-Star INTL CO.: LTD. ||||||Active|||||Sci-Grad-Research|
MACPRO-05EEBA||142.244.191.144||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\MACPRO-05EEBA 4.9
MF4700 Series||142.244.191.145||Printer|Physical||||CANON Inc. Canon MF4700 Series||||||Active|||||Sci-Grad-Research|Canon MF4700 Series /P
IST-548920||142.244.191.146||Windows|Physical|BIO-SCI|||Dell Inc. OptiPlex 390||||||Active|||||Sci-Grad-Research|Dell Optiplex 390 * Marion Mayerhofer
darthvader||142.244.191.150||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
william-vaio||142.244.191.153||Unknown|Physical|||| Microsoft-IIS/10.0||||||Active|||||Sci-Grad-Research|
neutralino||142.244.191.155||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
NPI3F6382||142.244.191.158||Printer|Physical||||Hewlett-Packard HP LaserJet P3010 Series||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD148:EEPROM V.38.78:CIDATE 08/02/2009
BALOO||142.244.191.161||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
142||142.244.191.162||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
hijitus||142.244.191.164||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
owner-pc||142.244.191.165||Unknown|Physical||||Samsung Electronics Co.:LTD ||||||Active|||||Sci-Grad-Research|
8z34s52||142.244.191.168||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
niobium-iii||142.244.191.170||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
niobium-iii||142.244.191.172||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
grinton-backup|CEB 4-59B|142.244.191.174||Apple Mac|Physical||||Apple: Inc Dexter||||||Active|||||Sci-Grad-Research|Apple AirPort - Apple Inc.: 2006-2012.  All rights Reserved.
ONNES||142.244.191.176||Linux|Physical|WORKGROUP||| nginx/1.10.3 (Ubuntu)||||||Active|||||Sci-Grad-Research|
DUCKWEED||142.244.191.178||NAS|Physical|BIO-SCI|||Micro-Star INTL CO.: LTD. ||||||Active|||||Sci-Grad-Research|
hijitus||142.244.191.184||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
SCREW||142.244.191.185||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
GLANDON||142.244.191.186||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\GLANDON 4.9
KALPANA||142.244.191.188||NAS|Physical|WORKGROUP||| Apache/2.4.18 (Ubuntu)||||||Active|||||Sci-Grad-Research|
ist-548920||142.244.191.191||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
niobium-ii||142.244.191.193||Linux|Physical|||| Apache/2.2.24 (Unix) DAV/2 PHP/5.3.26 mod_fastcgi/2.4.2 mod_ssl/2.2.24 OpenSSL/0.9.8y||||||Active|||||Sci-Grad-Research|
wheeler||142.244.191.194||Linux|Physical|||| Apache||||||Active|||||Sci-Grad-Research|
icecube-time-capsule|defaultlocation|142.244.191.195||Apple Mac|Physical||||Apple Inc Dexter||||||Active|||||Sci-Grad-Research|Apple AirPort - Apple Inc.: 2006-2012.  All rights Reserved.
BRWC0CB38922FCC||142.244.191.196||Printer|Physical||||Brother Industries: Ltd. Brother MFC-8890DW||||||Active|||||Sci-Grad-Research|Brother NC-7600w: Firmware Ver.1.05  (11.02.16):MID 8C5-D61:FID 2
5zhnw02||142.244.191.197||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
localhost||142.244.191.198||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
Cairo-HPLJP2035||142.244.191.200||Printer|Physical||||Hewlett-Packard HP LaserJet P2035n||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
DRASC||142.244.191.202||Linux|Physical|WORKGROUP||| Apache/2.4.7 (Ubuntu)||||||Active|||||Sci-Grad-Research|
BRWC0CB38923CC2|CCIS 2-089|142.244.191.203||Printer|Physical||||Brother Industries: Ltd. Brother MFC-8890DW||||||Active|||||Sci-Grad-Research|Brother NC-7600w: Firmware Ver.1.05  (11.02.16):MID 8C5-D61:FID 2
142||142.244.191.204||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
142||142.244.191.205||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
XRX0000f0ace31a|Z207|142.244.191.206||Router|Physical||||Xerox Xerox Phaser 6100DN||||||Active|||||Sci-Grad-Research|Xerox Phaser 6100DN;OS 1.07 04-11-2005 : NIC V1.05(P6100);SN REN368115.......
saig05||142.244.191.208||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
pd10bf487b87c2||142.244.191.209||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
snocameras-imac||142.244.191.211||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
jasper||142.244.191.212||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
142||142.244.191.213||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
desktop-e232kjm||142.244.191.215||NAS|Physical|||| ||||||Active|||||Sci-Grad-Research|
localhost||142.244.191.218||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
localhost||142.244.191.219||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
saig06||142.244.191.220||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
MACPRO-05EEBA||142.244.191.222||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\MACPRO-05EEBA 4.9
tamar||142.244.191.223||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
JBT440S||142.244.191.224||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
picasso-capsule|defaultlocation|142.244.191.227||Apple Mac|Physical||||Apple: Inc. Dexter||||||Active|||||Sci-Grad-Research|Apple AirPort - Apple Inc.: 2006-2012.  All rights Reserved.
ONNES||142.244.191.228||Linux|Physical|WORKGROUP||| nginx/1.10.0 (Ubuntu)||||||Active|||||Sci-Grad-Research|
tek-osc||142.244.191.229||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
142||142.244.191.231||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
SCREW||142.244.191.232||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
darthvader||142.244.191.233||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
rec-airport-express|defaultlocation|142.244.191.235||Apple Mac|Physical||||Apple: Inc Dexter||||||Active|||||Sci-Grad-Research|Apple AirPort - Apple Inc.: 2006-2012.  All rights Reserved.
npi1cf6c3|Boise: ID: USA|142.244.191.236||Printer|Physical||||Hewlett-Packard HP LaserJet P2015 Series||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:CNBJS07013:FN:JK33ZPX:SVCID:17234:PID:HP LaserJet P2015dn
lowary-office-lj-p2055dn||142.244.191.238||Printer|Physical||||Hewlett-Packard HP LaserJet P2055dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD137:EEPROM V.37.12:CIDATE 02/07/2010
niobium-iii-142244191239||142.244.191.239||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
SHEREKHAN||142.244.191.240||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
DISKSTATION2||142.244.191.241||NAS|Physical|WINDOM||| nginx||||||Active|||||Sci-Grad-Research|
142||142.244.191.251||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
dev||142.244.191.254||NAS|Physical|||| ||||||Active|||||Sci-Grad-Research|
pdprt3125|CCIS 3-125|142.244.191.40||Printer|Physical||||Xerox Xerox WorkCentre 5945 v1 Multifunction System||||||Active|||||Sci-Grad-Research|Xerox WorkCentre 5945 v1; SS 073.091.075.34540: NC 073.095.34540: UI 073.095.34540: ME 098.001.030: CC 073.095.34540: DF 110.011.021: FI 002.001.040: FA 003.012.005: CCOS 073.005.34540: NCOS 073.005.34540: SC 002.098.000: SU 073.095.34540
142||142.244.191.54||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
pd001cc0b18fbb||142.244.191.56||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
saig12||142.244.191.60||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
saig02||142.244.191.63||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
saig14||142.244.191.64||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
SAIG01||142.244.191.67||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
matt-pro||142.244.191.71||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
NPI837EBF||142.244.191.72||Printer|Physical||||Hewlett-Packard HP LaserJet P2055dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD137:EEPROM V.37.12:CIDATE 02/07/2010
pd-prt-mann-03|CCIS  3-213|142.244.191.76||Router|Physical||||Samsung Electronics Co.: LTD. Samsung M306x Series||||||Active|||||Sci-Grad-Research|Samsung M3065FW; V3.00.02;Engine V1.00.23 160114;NIC V31.03.6.0.1.38_150728;S/N 0AKEB8KHAC001TR
pde0cb4ed3c9d1||142.244.191.80||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
pdbcaec575c56a||142.244.191.81||Unknown|Physical|||| Microsoft-IIS/10.0||||||Active|||||Sci-Grad-Research|
profdonpage||142.244.191.86||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
kalpana-pc||142.244.191.88||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
keld||142.244.191.90||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
pd-srv-er-01|Science VM FarmCCIS|142.244.191.93||Linux Server|Physical|||| ||||||Active|||||Sci-Grad-Research|Web Server
pdc86000dde158||142.244.191.97||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
mindy||142.244.192.102||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
NEO||142.244.192.106||Windows|Physical|MCDERMOTT GROUP|||Intel Corporate ||||||Active|||||Sci-Grad-Research|
NEO||142.244.192.106||NAS|Physical|MCDERMOTT GROUP|||Intel Corporate ||||||Active|||||Sci-Grad-Research|
MORPHEUS||142.244.192.108||Windows|Physical|MCDERMOTT GROUP|||Intel Corporate ||||||Active|||||Sci-Grad-Research|
MORPHEUS||142.244.192.108||NAS|Physical|MCDERMOTT GROUP|||Intel Corporate ||||||Active|||||Sci-Grad-Research|
Chem-McDermott-Color||142.244.192.123||Printer|Physical||||Hewlett-Packard HP Officejet Pro 8630||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
hall4200|Chemistry W5-07|142.244.192.124||Printer|Physical||||Hewlett-Packard hp LaserJet 4200||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM V.29.11:JETDIRECT:JD115:EEPROM V.29.13:CIDATE 08/11/2005
Chem-Hall-LP||142.244.192.126||Printer|Physical||||Hewlett-Packard HP LaserJet Professional P1606dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
MF240 Series||142.244.192.131||Printer|Physical||||CANON Inc. Canon MF240 Series||||||Active|||||Sci-Grad-Research|Canon MF240 Series /P
NPIE1B5C5||142.244.192.131||Printer|Physical||||Hewlett-Packard hp LaserJet 2300 series||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM C.25.80:JETDIRECT:JD115:EEPROM V.28.06:CIDATE 04/27/2004
NPI6F780B|HP Color LaserJet CP5225n|142.244.192.14||Printer|Physical||||Hewlett-Packard HP Color LaserJet CP5225n||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:CNGCF1S0RF:FN:N160AN0:SVCID:00000:PID:HP Color LaserJet CP5225n
NPIB99AF6||142.244.192.140||Printer|Physical||||Hewlett-Packard HP LaserJet 400 M401dne||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:VNG3H06543:FN:Z443EGS:SVCID:24187:PID:HP LaserJet 400 M401dne
JAEGERSHARE||142.244.192.143||Linux|Physical|WORKGROUP||| Apache||||||Active|||||Sci-Grad-Research|
WARRENGLINSMBP3||142.244.192.146||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
SCHMIDT||142.244.192.147||Linux|Physical|FLUIDS||| ||||||Active|||||Sci-Grad-Research|
XRX0000AAF0ABB1||142.244.192.148||Printer|Physical||||Xerox Xerox WorkCentre 3220||||||Active|||||Sci-Grad-Research|Xerox WorkCentre 3220; System Software Version 10.093.02.000: Firmware Version 2.50.00.99: Net V4.00.95: IOT 1.00.12: PCL5e 5.92: PCL6 5.93: PS3 1.99.06: PDF V1.00.74: TIFF 0.91.00: SPL 5.32
tv||142.244.192.150||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
wks74110||142.244.192.151||Printer|Physical||||Hewlett-Packard Officejet 6815 e-All-in-One||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
NPI910B4B||142.244.192.152||Printer|Physical||||Hewlett-Packard HP LaserJet P2055dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD137:EEPROM V.37.10:CIDATE 09/21/2008
142||142.244.192.155||NAS|Physical|||| ||||||Active|||||Sci-Grad-Research|
FELD1-PC||142.244.192.159||Windows|Physical|BIO-SCI|||PEGATRON CORPORATION ||||||Active|||||Sci-Grad-Research|
5-055-wgallin1||142.244.192.16||Printer|Physical||||Hewlett-Packard HP LaserJet 4000 Series||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM G.07.02:JETDIRECT:JD30:EEPROM G.07.20
ABMISA||142.244.192.160||Windows|Physical|ABMI|||DELL__ CBX3___||||||Active|||||Sci-Grad-Research|ABMISA
IMAC-114196||142.244.192.160||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\IMAC-114196 4.9
cygnus||142.244.192.161||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
*               ||142.244.192.162||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
BS-M549-DKIELLE||142.244.192.162||Windows|Physical|BIO-SCI|||Dell Inc. OptiPlex 745||||||Active|||||Sci-Grad-Research|m549 Dawn's PC
IMAC-114196||142.244.192.163||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\IMAC-114196 4.9
formax||142.244.192.164||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
BRN30055CE5908F||142.244.192.166||Printer|Physical||||Brother Industries: Ltd. Brother MFC-L2720DW series||||||Active|||||Sci-Grad-Research|Brother NC-8700h: Firmware Ver.L  :MID 8C5-H67:FID 2
IAPETUS||142.244.192.167||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\IAPETUS 4.9
hp5e23ca||142.244.192.168||Printer|Physical||||Hewlett-Packard HP Officejet Pro 8610||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
LACHATN||142.244.192.169||Windows|Physical|LIMINOLOGY|||Sunrich Technology Limited ||||||Active|||||Sci-Grad-Research|
NPIC2CFBA||142.244.192.175||Printer|Physical||||Hewlett-Packard hp LaserJet 2300 series||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM V.29.11:JETDIRECT:JD115:EEPROM V.29.12:CIDATE 03/23/2005
NPI5A6E90|HP Color LaserJet CP5225dn|142.244.192.176||Printer|Physical||||Hewlett-Packard HP Color LaserJet CP5225dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:CNGCH340VB:FN:N180E2R:SVCID:25149:PID:HP Color LaserJet CP5225dn
ERROL||142.244.192.178||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
nootka||142.244.192.179||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
GALLINLABMACPRO||142.244.192.18||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
BIOSCI-2015-01||142.244.192.180||Windows|Physical|BIO-SCI|||INTEL_ DH55PJ__||||||Active|||||Sci-Grad-Research|Core i3
FERNIE||142.244.192.180||Linux|Physical|WORKGROUP||| Apache||||||Active|||||Sci-Grad-Research|WORKGROUP\FERNIE 4.9
gis-ccis-6||142.244.192.181||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
equluus||142.244.192.185||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
chem-javix-desktop||142.244.192.187||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
ET0021B7226EFC|CCIS-1-256|142.244.192.189||Printer|Physical||||Lexmark International Lexmark X364dn 350B0GK LL.BZ.P433b||||||Active|||||Sci-Grad-Research|Lexmark X364dn version NR.APS.N469 kernel 2.6.18.5 All-N-1
BRN30055CCC1D0B||142.244.192.19||Printer|Physical||||Brother Industries: Ltd. Brother DCP-L2540DW series||||||Active|||||Sci-Grad-Research|Brother NC-8700h: Firmware Ver.M  :MID 8C5-H27:FID 2
NPI5070EB||142.244.192.192||Printer|Physical||||Hewlett-Packard HP LaserJet M402dw||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:SN:PHBVF04418:FN:1K3087A:SVCID:26150:PID:HP LaserJet M402dw
BRN001BA9AD23B7||142.244.192.193||Printer|Physical||||Brother Industries: Ltd. Brother MFC-9460CDN||||||Active|||||Sci-Grad-Research|Brother NC-6900h: Firmware Ver.1.04  (11.10.12):MID 8CE-313:FID 2
*               ||142.244.192.194||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
jace||142.244.192.195||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
abmi00389||142.244.192.197||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
debian||142.244.192.198||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
NPI688DD0||142.244.192.200||Printer|Physical||||Hewlett-Packard HP LaserJet 500 color MFP M575||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD149:EEPROM JDI23260006:CIDATE 06/12/2014
VEINOT-NAS||142.244.192.204||Linux|Physical|WORKGROUP||| nginx||||||Active|||||Sci-Grad-Research|
WDMYCLOUD||142.244.192.206||NAS|Physical|WORKGROUP||| Apache||||||Active|||||Sci-Grad-Research|
MACINTOSH-8||142.244.192.21||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\FERNIE 4.9
tinybird||142.244.192.210||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
crunch||142.244.192.211||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
JGAMONNAS||142.244.192.212||Linux|Physical|NAS||| http server 1.0||||||Active|||||Sci-Grad-Research|NAS\JGAMONNAS 4.9
NPI7CCA70||142.244.192.217||Printer|Physical||||Hewlett-Packard HP LaserJet P2055dn||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT:ROM none:JETDIRECT:JD137:EEPROM V.37.07:CIDATE 06/11/2008
qshu-ccis3-044||142.244.192.218||NAS|Physical|||| ||||||Active|||||Sci-Grad-Research|
*               ||142.244.192.220||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
VASCO-THINK||142.244.192.220||Windows|Physical|WORKGROUP|||LCFC(HeFei) Electronics Technology Co.: Ltd. ||||||Active|||||Sci-Grad-Research|
acera3950||142.244.192.221||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
HPCE5695||142.244.192.222||Printer|Physical||||Hewlett-Packard HP Officejet Pro X476dw MFP||||||Active|||||Sci-Grad-Research|HP ETHERNET MULTI-ENVIRONMENT
ET00040000000-6||142.244.192.224||Router|Physical||||Lexmark International Lexmark S510 Series D? FHN.EA3.P0.110904t1||||||Active|||||Sci-Grad-Research|Lexmark S510 Series version FHN.EA3.P0.110904t1 kernel 2.6.28.10.1 All-N-1
ASUS-1||142.244.192.225||NAS|Physical|WORKGROUP|||ASUSTek COMPUTER INC. ||||||Active|||||Sci-Grad-Research|
ASUS-1||142.244.192.225||Windows|Physical|WORKGROUP|||ASUSTek COMPUTER INC. ||||||Active|||||Sci-Grad-Research|
formax||142.244.192.226||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
IMAC-1DAE0B||142.244.192.228||NAS|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|WORKGROUP\IMAC-1DAE0B 4.9
WDMYCLOUD||142.244.192.229||NAS|Physical|WORKGROUP||| Apache||||||Active|||||Sci-Grad-Research|
3-018-banff||142.244.192.23||Webserver|Physical|||| ||||||Active|||||Sci-Grad-Research|
andromeda||142.244.192.235||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
DARCY||142.244.192.237||Linux|Physical|WORKGROUP||| ||||||Active|||||Sci-Grad-Research|
PC4||142.244.192.238||Windows|Physical|WORKGROUP|||Dell Inc. ||||||Active|||||Sci-Grad-Research|
pc4||142.244.192.238||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
abmi00365||142.244.192.239||Unknown|Physical|||| ||||||Active|||||Sci-Grad-Research|
hihallsilver-6||142.244.192.240||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
bush-mac-pro||142.244.192.242||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
2V06BY1||142.244.192.243||Windows|Physical|BIO-SCI||| ||||||Active|||||Sci-Grad-Research|
WDMYCLOUD||142.244.192.243||NAS|Physical|WORKGROUP||| Apache||||||Active|||||Sci-Grad-Research|
DERDA-QNAP||142.244.192.244||Linux|Physical|DERDA||| http server 1.0||||||Active|||||Sci-Grad-Research|
CARY50I||142.244.192.245||Windows|Physical|LIMNOLOGY|||Dell Computer Corp. ||||||Active|||||Sci-Grad-Research|
CARY50I||142.244.192.245||NAS|Physical|LIMNOLOGY|||Dell Computer Corp. ||||||Active|||||Sci-Grad-Research|
BS-1-255-CCIS||142.244.192.248||Windows|Physical|BIO-SCI|||Dell Inc. OptiPlex 9030 AIO||||||Active|||||Sci-Grad-Research|
winter||142.244.192.249||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
RV082||142.244.192.25||Router|Physical||||Linksys ||||||Active|||||Sci-Grad-Research|10/100 8-Port VPN Router
pc6||142.244.192.252||Linux|Physical|||| ||||||Active|||||Sci-Grad-Research|
